,tweet_id,user_id,description,location,following,followers,totaltweets,retweetcount,hashtags,text,score,compound,sentiment
432,873,937,tweets are for my amusement and to generate responses only https://t.co/U9dMX5gDdP,,97,11,734,0,[],  government needs to be truthful with we the people  take u employment for example  low unemployment adds to inflation  In order for Bog joe to lower inflation 1 point unemployment needs to be at 10  rate hikes will do just that cause layoffs  just be transparent,"{'neg': 0.194, 'neu': 0.749, 'pos': 0.058, 'compound': -0.7269}",-0.7269,NEGATIVE
433,874,937,tweets are for my amusement and to generate responses only https://t.co/U9dMX5gDdP,,97,11,734,0,[], government needs to be truthful with we the people  take u employment for example  low unemployment adds to inflation  In order for Bog joe to lower inflation 1 point unemployment needs to be at 10  rate hikes will do just that cause layoffs  just be transparent,"{'neg': 0.194, 'neu': 0.749, 'pos': 0.058, 'compound': -0.7269}",-0.7269,NEGATIVE
434,875,938,Hardly ever check my @'s because they hit 99+ every damn day. Ain't nobody got time for that.,,1210,285,28716,0,[],  For example a lot of analyses of the tech layoffs in the US find no legitimate underlying motive Its often just monkeyseemonkeydo or a way to assert corporate control in the face of labor gaining more power,"{'neg': 0.058, 'neu': 0.868, 'pos': 0.074, 'compound': 0.1531}",0.1531,POSITIVE
435,877,939,"The pencil is mightier than the sword. Truth over politics and virtue signaling. Independent, critical thinking please. No snowflakes allowed.","Ding Dong, TX",726,997,4610,0,[],  Wait what Manufacturing orders are down huge layoffs in tech sector etc gaslighting is lying,"{'neg': 0.182, 'neu': 0.695, 'pos': 0.123, 'compound': -0.2732}",-0.2732,NEGATIVE
436,878,940,Hungry people are unstoppable and unreasonable...,"Independence, KY",1385,92,1500,0,[],This week in Bidenomics A glimpse of normal Tech bust massive layoffs housing market destroyed bank closures etc However finally results Garbage ,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4939}",-0.4939,NEGATIVE
437,879,941,,"karnataka, India",10,68,25713,203,[],Laid off techies from product firms can get jobs in IT services firms with salary cuts My PoV included in Times of India todayLink EIIrend layoffs jobs ITservices ,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
438,880,942,,,75,5,1456,0,[],    So last year was not a bad thingI guess you better define objectively what you consider a good year versus a bad year  Rampant inflation heavy market loss multiple quarters of gdp decline and mass layoffs seem bad to me,"{'neg': 0.048, 'neu': 0.651, 'pos': 0.301, 'compound': 0.9011}",0.9011,POSITIVE
439,882,944,Owner @SuzakuGG | Prev. HoK Coach @TribeGaming & Top 4 NA WR Team Manager @SuzakuGG | ____/____| INFP-T,"Houston, TX",1046,563,4019,21,[],Hey __ we at  are still hiring we are trying to help out with more of the recent layoffs in esports Available positionsTalent Managers Editors  Designers Campaign ManagersAll positions are paid and flexible for fulltimeparttime ____ Reply for more ,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.5574}",0.5574,POSITIVE
440,883,930,Solving Chaos | Mom | Weather Fan,"Atlanta, GA",146,122,139,0,[],  its absolutely unacceptable to have an unfinished door trim and holes in my floor due to a forgotten claim due to your layoffs I contact customer service on March 20th with a promise of a call from the warranty teamno call Fix it,"{'neg': 0.119, 'neu': 0.828, 'pos': 0.053, 'compound': -0.4391}",-0.4391,NEGATIVE
441,884,945,Assets & Taxes,"Los Angeles, CA ",309,52,341,3,[],Nontech friend in NYC just shared w me something we all know very well in SV__ These Tech Workers Say They Were Hired to Do NothingAmid layoffs former workers in tech are venting about jobs with little to do hoarding us like Pokmon cards ,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.8588}",0.8588,POSITIVE
442,886,946,"a wondering content creator looking for a new home! may go back to twitch or try brime, a loving member of the DSMP Fandom",,188,45,718,0,"['stroke', 'Grammer']",Who had a stroke while writing this and who oked this Does McDonalds is temporarily closing all us offices to announce layoffs Thats not Grammer either get rid of the does or you need to nix is and add mean they are going infront of to ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
443,887,947,"a little bit urban and a little bit rural
 / 
troller of trolls","Tennessee, USA",103,50,1232,0,[],      Yes Keep it super super local and small Zero mention of the big fed issues bc none of that matters to working class Tennesseans fighting inflation and job layoffs,"{'neg': 0.094, 'neu': 0.63, 'pos': 0.276, 'compound': 0.8371}",0.8371,POSITIVE
444,889,949,A #caretaker to a ghost in the shell�well it�s my mom. Here�s to the mental gymnastics to keeping it all together. #stroke #dementia awareness,Illinois,232,56,1125,0,[],  My familys rice farms were flooded out in South Carolina by wypipo My grandfather was a sharecropper on the land his parents were enslaved and eventually ran off of to start over with nothing When working for American motors when layoffs happened the blacks were gone first,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.4019}",-0.4019,NEGATIVE
445,892,952,,"Lagos, Nigeria",1399,123,719,0,[], Thank you for this ____,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,POSITIVE
446,893,953,"Live life, before it lives you. Be sharp. 
Do your homework... aka/ RandR.","Sebastian, FL",559,185,4569,1,[], Easy way to try amp hide mass layoffs amp ya know people are gonna be even madder when they cant get booze ,"{'neg': 0.151, 'neu': 0.736, 'pos': 0.112, 'compound': 0.0}",0.0,NEUTRAL
447,895,955,"Fun guy
#crypto since 2014 ~
In it for the corn __ #bitcoin $BTC $ETH",North of the wall,877,360,16697,0,[], Companies getting busy post covid after all the quitting and layoffs  Now adding ppl back Simple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
448,897,957,"Marine stumbled into IT. Fintwit, $TSLAQ, HAM noob, LFTR fan, not enough people know the difference between ionizing and non-ionizing radiation. __ is a Heeler","Denver, CO",1476,642,27849,0,[], My company did layoffs two weeks ago and forget I come in to the office those days of the week Awkward,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.3612}",-0.3612,NEGATIVE
449,900,384,You want to start a business? Great! The first step to start a business is to find business ideas. https://t.co/qKVc2tr4HR,,106,180,51790,0,[],Tips for freshers entering startups in a time of layoffs    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
450,901,960,"MBA/HCM, MEd, Psy, 2LAS Penn State U
SEER� Tarot Reader____ A women A leader Black Women __",United States,2370,4410,698301,4,[],Are tech professionals getting pushed out because of  IA artificial intelligence,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.4767,POSITIVE
451,902,961,"Founder @Sounds_Nerdy  | #Tech Enthusiast, Lover of #VideoGames, TV's,  #SmartPhones, #Gadgets, Movies  https://t.co/RzTNxnALlg #ces2023","Cleveland, OH",79,101,7137,1,"['samsung', 'semiconductor', 'google', 'chatai', 'cashapp', 'tech']",Check out the top tech stories this weeksamsung semiconductor google chatai cashapp tech BobLee apple layoffs chatgpt ai ,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}",0.2023,POSITIVE
452,905,964,,"Maryland, USA",303,4,623,0,[], Hotels and restaurants are still hiring after deep covid layoffs and itll continue into summer season,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
453,906,965,"Angel Investor & Trader. Former Multi-Asset Class Portfolio Manager, now focused on my personal capital. Like my thoughts, tweets are 99% market related.",San Francisco Bay Area,381,382,1872,0,[],Article basically outlines one of the major inflationary dominoes that needed to dropAs Ive said before Ill be more negative once those below the median wage start seeing layoffs Until then this is normalizationOthers blame what they view as a permissive corporate ,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.8479}",-0.8479,NEGATIVE
454,907,966,Learning,,191,55,1245,6,[],Every news of layoffs is a reminder to Be frugal  Avoid debt Learn new skills Work on existing skills Maintain your networks Keep your resume updated Have an individual health plan Have an emergency fund corpus Strive for financial independence,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.743}",-0.743,NEGATIVE
455,909,968,"10% Goofs, 20% Hot Takes, 15% Shouting into the Void, 5% Cute Animals, 50% Politics, and 100% My Personal Opinions. He/Him/His (34)","Silver Spring, MD",597,239,66617,1,[],Although weve never gone through this this is not unique to Marys Center Its not unique to the DCarea Its something thats happening across the country in many different sectors CEO Tollie B Elliott Sr tells DCistWAMU,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
456,911,970,I am DC fan and I enjoy movies. Movie nerd.,,146,12,1241,0,[],  Thats absolutely not true Disney is struggling extremely They literally had to do an enormous layoff ,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.6609}",-0.6609,NEGATIVE
457,912,971,Marxist,,144,168,1967,0,[],  Theres no profit in producing things people dont want to buyAnd yet it happens  Overproduction is a consistent feature of capitalist societies due to the profit motive as are the resulting boombust cycles and widespread layoffsunemployment,"{'neg': 0.085, 'neu': 0.771, 'pos': 0.144, 'compound': 0.5232}",0.5232,POSITIVE
458,915,973,,,6,3,313,0,[], And you wonder why ur about to have major layoffs and closures,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
459,916,974,,,117,5,167,0,[], True news the layoffs are bad and new jobs posted are fake companies looking for future employees etc  very few real jobs where they want to hire immediately,"{'neg': 0.19, 'neu': 0.692, 'pos': 0.118, 'compound': -0.5423}",-0.5423,NEGATIVE
460,917,975,,,3505,114,75290,0,[],Startup layoffs Practo fires 41 employees engineering roles take a hit ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
461,921,979,"What you want to know about business. A section of @thisisinsider. Follow us on Facebook, Instagram, and YouTube. Visit our homepage for the day's top stories.","New York, NY",416,3986306,730700,0,[],Amazon Meta and other tech giants are cutting middle management to be more efficient Its a risky move that could backfire ,"{'neg': 0.146, 'neu': 0.657, 'pos': 0.197, 'compound': 0.3025}",0.3025,POSITIVE
462,922,980,#Alhamudulillah __   | #SocialMediaMarketing _____| #SMM | #SocialMedia | I tweet @muftimenk 's tweets,India,11554,12117,30559,0,[],Tech layoffs are finally hitting Apple Heres which positions are at risk of being cut ,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4939}",-0.4939,NEGATIVE
463,924,982,,,60,8,429,0,[], This is what happens when elitist managers involve politics in business Those who do the grunt work to suppor their office jobs are hurt the most Expect layoffs of the worker bees soon,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.5267}",-0.5267,NEGATIVE
464,927,985,"Petrol head. Loner, stoner. #Mmemberville #ChelseaFC",Lagos,196,219,4982,0,[], kindly follow back,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,POSITIVE
465,929,987,"29 year old lover of video and board games, poet, (He/him/they/them/nb/autistic). Also Jewish (anti-Semites go away)",Bikini Bottom,2952,234,64290,231,[], I also think it is wildly inhumane for the mass layoffs that have been happening To pretend something like that is a necessity is genuinely evil Look how long it took YouTube to become profitable Focus on making an irreplaceable product But what do I know ______________,"{'neg': 0.082, 'neu': 0.84, 'pos': 0.078, 'compound': -0.0516}",-0.0516,NEGATIVE
466,935,992,I�m socially awkward.,,56,5,11,0,[], I need help in my education loan repayment I have about 1450 lac rupees outstanding I completed my studies in Canada I am actively looking for a job Due to the recession finding a job has been a challenge for me also there are massive layoffs 13 ,"{'neg': 0.058, 'neu': 0.728, 'pos': 0.214, 'compound': 0.7579}",0.7579,POSITIVE
467,936,993,,,64,31,1159,0,[],  Like many other tech companies Raising rates and quantitative tightening from fed Mass layoffs were inevitable The days of raining money on fools is over This process was inevitable despite peoples dislike for Musk,"{'neg': 0.082, 'neu': 0.797, 'pos': 0.12, 'compound': 0.124}",0.124,POSITIVE
468,938,995,goofiest sweet man and also hulks out' - @seconds_0 | chop water. carry wood,SF,2942,2595,21474,0,[],check in on your homies saw  last night the twitter layoffs really changed him ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
469,940,997,"Producer, Director #LeoInLove #InTheShadowOfGod | @Columbia, @UMich alumnus #Wolverine #TheBest | (RT, etc. � endorse.; just tracking stuff #politics)","New York, NY",25,19,10557,12,[],When McDonalds said it would temporarily close its US offices as it conducts layoffs it brought attention to a debate What is the best way to let people go ,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6369}",0.6369,POSITIVE
470,942,999,Just another SF resident frustrated with the status quo,"San Francisco, CA",83,185,6442,0,[],        Just fyi Creating jobs lifts people out of poverty I know that breaks the brain of communists  ,"{'neg': 0.163, 'neu': 0.64, 'pos': 0.197, 'compound': -0.0772}",-0.0772,NEGATIVE
471,946,1003,,,107,33,941,0,[], Them dudes left after layoffs __,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
472,947,1004,"| Video Games � Art and Design (not enough, clearly) � Conversations |",Pale Blue Dot,1530,466,14052,0,[], it isnt but what do I know They thought the IP was gonna actually be relevant enough to have legs but clearly didnt do enough to actually realize that without mismanaging the shit out of it again And now layoffs and high profile departures I am not hopeful for its future,"{'neg': 0.061, 'neu': 0.785, 'pos': 0.154, 'compound': 0.7577}",0.7577,POSITIVE
473,948,1005,"Buy https://t.co/Ny1JLszAoT subscription with up to 18900 Channels and more than 85000 VOD with all Quality FHD, and 4K",,1,13,12557,0,[],Apple joins Amazon Google and Microsoft in tech industrylayoffs ,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.1779}",0.1779,POSITIVE
474,949,1006,"Codephiliac coffeetariat. Former turn of the century game dev. Probably one of those weirdos. Hopeless, but in the good way","North Carolina, USA",391,88,2225,0,[], Not to mention that Google was a walled garden as well The whole tech and tool stack including the language is built internallyI saw the same during the large IBM layoffs in the 90s Candidates were hard to place since they came from such a unique environment,"{'neg': 0.03, 'neu': 0.925, 'pos': 0.045, 'compound': 0.1779}",0.1779,POSITIVE
475,950,1007,,,200,145,27522,0,[],   First you dont know where the layoffs have happened Its happened in many of their different areas I work for their contraires enterprise concierge 365 support Which is being downsized to India This is normal Amazon is doing it Apple is doing it,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5267}",0.5267,POSITIVE
476,953,1010,Rehabilitative therapist/ Excercise physiologist / volleyballer/ First-aider/ Fitness trainer.,"Federal Capital Territory, Nig",203,183,1752,0,[], They days face card you turn Ayra star You beautiful nonetheless,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,POSITIVE
477,954,1011,"Father, Husband. More Libertarian than Conservative. pronoun, We The People.",,348,128,3264,0,[],  Same but under Biden more like rolling layoffs for me though Probably waiting out the president,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.5704}",0.5704,POSITIVE
478,956,1013,"Marvel and DC fan. AEW, WWE, NJPW, IMPACT.. I�m also kind of a nice guy. Writes about Wrestling. Huge Dawgs, Hawks, Braves, Falcons fan #GoDawgs",,874,458,54971,0,[], I dont like speculating on layoffs but usually  those come in the form of duplicate departments If Endeavor has a marketing department they might not need WWEs marketing department etc Talent is likely last on that list Releasing Drew probably wouldnt put much of a dent,"{'neg': 0.034, 'neu': 0.886, 'pos': 0.08, 'compound': 0.4845}",0.4845,POSITIVE
479,957,1014,Early $DFI $ETH Adopter __ Follow me as I navigate the market using #elliottwave,,119,215,1440,0,[], I live in Toronto and the amount of bankruptcies and layoffs Ive seen is staggering These numbers are complete bull shit,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
480,958,1015,,,48,17,4392,0,[],_ cuts pay packages closes offices alongside layoffs across chainFuck McDonals go ChixFilA,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.3818}",-0.3818,NEGATIVE
481,960,1017,"Subscription Insider is YOUR #1 source of inside intelligence on how to build, market and sell subscription-based products and services. #subscription #SaaS",US,3102,2470,48226,0,['Disney'],In addition to cutting top execs  got rid of their venture into the metaverse in costcutting measures Disney  ,"{'neg': 0.078, 'neu': 0.829, 'pos': 0.093, 'compound': 0.0772}",0.0772,POSITIVE
482,961,1018,,,126,70,29239,1,[],We acknowledge the hard work of the hundreds of firefighters who battled an industrial fire in West Easton ,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6124}",-0.6124,NEGATIVE
483,962,1019,"Mid. Loosely doing CyberSec. Dank memes connoisseur. CETI and ITESO Alumni. Tweets are of my own.

�o�o Programador.  Creo en un mundo m�s justo.","Guadalajara, Jalisco",681,118,13912,33,[],In this market shipping layoffs trumps shipping practically anything else ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
484,963,1020,easy going,,138,19,1189,0,[], Is Fake job Report no company is hiring now spending cut and layoffs housing crashing,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.7506}",-0.7506,NEGATIVE
485,964,1004,"| Video Games � Art and Design (not enough, clearly) � Conversations |",Pale Blue Dot,1530,466,14052,0,[], reports say Coalition was working on a new IP albeit a smaller project to get used to UE5 but it got cancelled duringprior to the layoffs 343 was sadly never making anything but Halo cuz they were built for the IP and now theyve lost basically most of the talent anyway F,"{'neg': 0.157, 'neu': 0.773, 'pos': 0.07, 'compound': -0.6192}",-0.6192,NEGATIVE
486,965,1021,chemistry - biology - psychology __________ team compsognathus,Vancouver,766,1413,161732,0,[],  These jobs dont create revenue these are public servicesWe pay more to outsource them and lose tax revenue because the precariousness leads to lower wages and short term employmentAnd precarious jobs lead to more people using EI when the regular layoffs and cut shifts,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.8028}",-0.8028,NEGATIVE
487,968,1024,Politics News. Independent Constitutional Conservative. America First. Support Law Enforcement. MY views. LOCKED ACCOUNTS GET BLOCKED! NEW FOLLOWS = NO DM'S .,"Texas, USA",33245,34554,201658,0,[],  I hope they all go broke Layoffs work too,"{'neg': 0.239, 'neu': 0.513, 'pos': 0.248, 'compound': 0.0258}",0.0258,POSITIVE
488,972,1028,"Just here on my first ever Twitter account, ahem, to watch the USA's decline. Will I survive China kicking our ass in WWIII (after we start it)?",,178,27,1670,0,[], Weird how every entity and sector in US is in a strong position yet theyre doing quite sizeable layoffsWere the Soviet Union corrupt af and its 1989,"{'neg': 0.059, 'neu': 0.828, 'pos': 0.114, 'compound': 0.3818}",0.3818,POSITIVE
489,973,1029,,,9,89,2453,0,[],Associate cuts were not layoffs BigLaw firm says  ,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
490,975,837,Real Star Wars fan. Cancel Culture is not allowed,Espa�a,555,352,13383,0,[],  Disneys shareholder meeting took place yesterday and the first of three rounds of around 7000 layoffs started last week as CEO Bob Iger seeks 55BN in cost savings7 mil a la calle 5500 millones en recortes de produccin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
491,976,1031,Question your authorities.,,72,7,59,0,[],Pendulum swingregression to the mean from low unemployment rate to high  Remote workers getting lazier  businesses wanting to save costs in inflation times  AI work phasing out general skilled workers  a cocktail for mass layoffs in white collared jobs,"{'neg': 0.182, 'neu': 0.747, 'pos': 0.07, 'compound': -0.6249}",-0.6249,NEGATIVE
492,980,1034,"Bitcoin, Blockchain, Transparency__",Earth,977,167,3281,0,['ImpeachBidenAdministration'], Biden needs the war to continue Without the Ukraine war all the attention would be Americas problemsGovernment bankruptBanks failingInfrastructure crumblingInflation skyrocketingMass layoffs on the horizonSocial security insolvencyImpeachBidenAdministration,"{'neg': 0.228, 'neu': 0.702, 'pos': 0.07, 'compound': -0.7506}",-0.7506,NEGATIVE
493,981,1035,"Democrat, Biden-Harris, no DMs please, vote blue, get vaccinated, wear a mask, wife, mother, grandmother, love dogs. Justice matters. ________",NC,13259,13413,271452,2,[],Americas employers added 236000 jobs in MarchWill the  risk this economic progress for another round of jobkilling and ineffective interest rate hikes,"{'neg': 0.131, 'neu': 0.657, 'pos': 0.212, 'compound': 0.4939}",0.4939,POSITIVE
494,982,864,"Hi, I'm Cheryl Lynn - Former Corporate PR Pro turned professional ""Tweeter"" of all things  #Business & #Entertainment ______",LA & Atlanta,196,105,6290,0,"['Amazon', 'Meta', 'techindustry', 'technews', 'jobcuts', 'layoffs', 'employees']",Amazon Meta and other tech giants are cutting middle management to be more efficient Its a risky move that could backfire  via     Amazon    Meta    techindustry    technews         jobcuts    layoffs     employees,"{'neg': 0.108, 'neu': 0.696, 'pos': 0.196, 'compound': 0.4459}",0.4459,POSITIVE
495,984,1037,"INFO/RESEARCH COMMUNITY RESTOCKz
Community restock about helping and sharing. Follow your source he or she help you get your game console,accessory, game...etc",Thong Island,17,409,10062,0,[],NewsMcDonalds to lay off hundreds as burger giant restructures company source says,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
496,985,1038,"MSLA Teacher-Librarian of the Year 2020, Teacher-Librarian/Biblioth�caire, Vincent Massey Collegiate, Winnipeg, MB. FNMI & Indigenous Art teacher.",Winnipeg,271,201,1204,13,[],MSLA advocates for fullystaffed and fullyfunded libraries We are disappointed by the upcoming staffing change in RETSD River East Transcona targets library technicians for layoffs  Winnipeg Free Press  via ,"{'neg': 0.093, 'neu': 0.808, 'pos': 0.099, 'compound': 0.0516}",0.0516,POSITIVE
497,986,1039,_ I Am The Fuselage _,,503,256,2273,0,[], Reportedly some in top management conducted the layoffs from employee homes because there were concerns over rumors of those layoffs going to theirs office desks humming have it your way have your way,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.2023}",0.2023,POSITIVE
498,988,1041,"An actor and writer doing my best. Having fun & finding adventure in everything. WW2 historian. Love God, Do good & Be Kind. likes r/t � endorsements",,335,272,33654,7,[], All the  journalists complaining about layoffs anyone wanna cover this Buhler Buhler  A sitting member of congress is suggesting to ignore one of the 3 branches of government Anything,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
499,989,1042,One __. DeFund Politics____. __ Kind. All Lives Matter ______  Addicted to Coffee &  Hot Sauce ____.  __ __Animal Lover______ Love __IFB____________,,2352,2077,12428,10,[],UPDATE 1300 layoffs planned in Casa Grande per Arizona DES  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
500,991,1043,Entrepreneur. Crowdfunding & campaigns veteran. Web3 builder. Co-Founder of @Apillon.,Ljubljana,1608,3141,36241,0,[],Analysis Layoffs At Big Tech Companies Brutal As They Are Have Walked Back Only 8 Of Pandemic Growth  via ,"{'neg': 0.181, 'neu': 0.705, 'pos': 0.115, 'compound': -0.3612}",-0.3612,NEGATIVE
501,992,837,Real Star Wars fan. Cancel Culture is not allowed,Espa�a,555,352,13383,0,[], No its not Layoffs are coming ,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
502,995,1046,I am human,,61,3,776,0,[],  The majority returned to the workforce after Covid they were not created  FACT  If he is lucky maybe 250000 but we all know massive layoffs are about to happen,"{'neg': 0.045, 'neu': 0.892, 'pos': 0.063, 'compound': 0.1356}",0.1356,POSITIVE
503,996,1047,Consumables Analyst @ Hedgeye Risk Management - ConsumablePro research is available for subscription! Email ConsumablesPro@Hedgeye.com for more!,"Boston, MA",11,7304,36,0,[],Layoffs 2023  this will manifest itself in discretionary restaurant spending first ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
504,997,1048,Writer @ https://t.co/bRZeVU0c9Y,,20,117,246,0,[],  RE layoffs I dont doubt theyre coming but I dont think it changes the overall trajectory  Ill continue to hope for the best but right now this just looks like a giant tragedy,"{'neg': 0.203, 'neu': 0.497, 'pos': 0.3, 'compound': 0.5654}",0.5654,POSITIVE
505,999,1050,"Crypto Trader/Investor, Web 3 Advisor, AMA Speaker __ NFA. Free Crypto Signals___________11:11_____",Anywhere but the Matrix,919,10265,354,33,[],Largest Layoffs of 2023 So farAmazon 27000 employeesGoogle 12000Meta 10000Microsoft 10000Goldman Sachs 3200Coinbase 25Zoom 15Glassdoor 15 Twilio 15Indeed 15LendingClub 14Vimeo 11Docusign 10Salesforce 10Gemini 10McDonalds shut ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
506,1001,1052,"Gov Affairs by day, Disney adult whenever possible @citywestjordan __ #sloc2002__@govhuntsman @EDCUtah + @BYU Alum ______","Salt Lake City, UT",732,5309,23098,0,[], Right Wish they could scale back Layoffs are on the rise  expensive vacations are one of the first things cut back Dont increase costs to your own residents toll roads  tourists hotels to get back at Disney Bad look,"{'neg': 0.167, 'neu': 0.773, 'pos': 0.06, 'compound': -0.5943}",-0.5943,NEGATIVE
507,1008,1059,______,"Cape Coral, FL",223,73,2765,0,[],  Care to comment,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,POSITIVE
508,1010,1061,"�All men want, not something to do with, but something to do, or rather something to be.�
_ Henry David Thoreau, Walden",United States,1190,211,6666,0,[],  Stop lying,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6808}",-0.6808,NEGATIVE
509,1012,1063,Derivatives Day Trader . $SPY $DXY $AUDUSD. Do your own DD. Tweets aren�t investment advice . ______ DONT FALL FOR IMPOSTERS AND SCAMS on fintwit .,"Vancouver, British Columbia",43,3751,12860,0,[],I am starting to hear of lot more layoffs now in past few weeks from people I personally know  Job market might be strong but not necessarily the jobs people are looking for  We are going to see some effects in summer with high CPI number aswell  SPY,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.3818}",0.3818,POSITIVE
510,1013,1064,"One-Stop Business & Finance News.
Created by @thomas ____ & Backed by @mcuban ____",Wall Street,2,395,28310,0,"['mcdonald', 'chriskempczinski']",McDonalds to lay off hundreds as burger giant restructures company source saysmcdonald chriskempczinski__ Now on   ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
511,1014,1065,"We bring screening, investigations and security systems under one roof - and we're the only ones in Canada who do. You'll like us.","Toronto, Ontario",1670,1939,4039,0,"['talentmanagement', 'employmentlaw', 'riskmanagement']",What do employers owe their employees when it comes to a mass layoff talentmanagement employmentlaw riskmanagement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
512,1015,1066,,,4817,5435,254164,0,[],McDonalds layoffs 2023 Hundreds to be laid off as burger giant restructures company source says,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
513,1018,1069,"A highered CIO interested in technology, education, edtech, outdoors, classical music, cigars, and bourbon. The views expressed are my own. RT != endorsement.","New Jersey, USA",12294,12425,20993,0,"['economy', 'technology', 'finance']",A rising tide of global layoffs beyond big tech economy technology finance Via  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
514,1019,1070,____,,694,34,2180,0,[],  Xbos Gamepass is having a great moment with alot of japanese games more than everThe layoffs were mainly about people working in the same area in multiple studios so why would you need these when you can have one focused on UBI is more present on XB than PS,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.7717}",0.7717,POSITIVE
