user_id,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1498,"Electronic Engineering (college course), lovin the way tech is shaping the world.                                   Love gaming and tech",Ireland,198,204,157400,7,"Joseph Staten is leaving Microsoft, just a few months after departing his role on the Halo Infinite team. https://t.co/LPWeLOiqZx",[]
1499,"Still “like Jack the Ripper, if he was just a lawyer.” Night Lords stan. “Obscene King in Green.”",,1270,2152,7883,2,"You know it’s bad b/c that mincing regime stooge Anderson Cooper was alarmed at her rhetoric. He’s a legitimacy guy. She got the memo that they’re gonna brute force their way out of this Legitimation Crisis. Trump indictment, tax/debt crisis, layoffs; they know what they’re doing",[]
1500,______ Recovering Affiliate TV News Producer. _________ Former Journalism/Literature Teacher.,,753,1269,41594,0,"@awstar11 If “journos” at NYT &amp; CNBC fucking sources didn’t cost them their careers then lying is certainly NOT going to end anyone else’s career. We catch “journos” lying daily &amp; keeping their jobs. In fact, Andy is lying now &amp; will keep his job until the inevitable layoffs come for all.",[]
1501,"Federal Reserve Bank of St. Louis—Central to America's Economy | Follow our Twitter family: 

@STLFedResearch | @FedFRASER | @FedHistory","St. Louis, MO",38,189183,46467,3,"In February, U.S. job separations declined 80,000 to 5.820 million. Within separations, quits rose by 146,000 to 4.024 million, and layoffs decreased by 215,000 to 1.504 million https://t.co/pPXUvg0Ps4 https://t.co/5h5AOAJA4C",[]
1502,"#SmartCohort Co-Founder, Alum of @BerkeleyHaas @Energy_Leaders @GCAS2018 Delegate - #Driverless #TransportationEquity #FutureCities #COP28UAE","SFO, MSN/ORD, ZRH, UAE, OMAN",6194,5642,93092,0,The challenge is getting .@SpeakerPelosi @Scott_Wiener @PhilTing @MattHaneySF to bring needful local funding to address #pandemic issues like increasing #evictions #smallbusiness closures #crime #violence #poverty #layoffs vs. national @dnc #politics @RebuildD6 @EmbarcaderoSafe https://t.co/iY7TirG8AN,"['pandemic', 'evictions', 'smallbusiness', 'crime', 'violence', 'poverty', 'layoffs', 'politics']"
1503,I escaped from an under-construction Mystery Babylon ungodly religion lab.  Psychic dictatorship coming to all soon.,United States Of America,169,17,382,234,"Uh-oh. Layoffs are starting to show up in the jobs data.

Specifically in the South. 

New payroll data from ADP shows states across the South (TX, FL, TN) have LOST JOBS to start 2023.

Meanwhile coasts are still adding jobs.  

Just a blip? or start of a trend? __

#recession https://t.co/y6oLZzDEIw",[]
1504,"Tweets and retweets are personal in nature and should not be mistaken for investment advice...

Exploring NSE/ASX/DAX/NASDAQ/Commodities/Cryptos/NFT's",,1010,163,16224,63,"Demand downturn is now the dominant reason for US layoffs.

Source: @LPL https://t.co/sGMVl6lfiv",[]
1505,,"Ruidoso, New Mexico",244,2535,6304,0,Layoffs and financial woes of a company separate from Virgin Galactic could disrupt the state’s space tourism. https://t.co/FdjoNdRaMn,[]
1506,"Serving the Tularosa Basin since 1898, covering the communities of Alamogordo, La Luz, Tularosa and Cloudcroft, as well as Holloman Air Force Base and WSMR","Alamogordo, N.M.",162,3721,22751,0,Layoffs and financial woes of a company separate from Virgin Galactic could disrupt the state’s space tourism. https://t.co/A3N99zY850,[]
1507,"The Las Cruces Sun-News. Your source for news, sports, politics, business and entertainment in Doña Ana County and the Mesilla Valley.","Las Cruces, New Mexico",1472,34670,57509,1,Layoffs and financial woes of a company separate from Virgin Galactic could disrupt the state’s space tourism. https://t.co/f8HUJUiJCB,[]
1508,"Providing online news, sports and information for Carlsbad, Artesia, Loving and all of Eddy County, New Mexico.","Carlsbad, NM",1079,3274,24708,0,Layoffs and financial woes of a company separate from Virgin Galactic could disrupt the state’s space tourism. https://t.co/VdOKNqE2I0,[]
1509,"The Daily Times covers the Four Corners, including Farmington, Aztec, Bloomfield and the Navajo Nation. Check out http://t.co/yORXNcs86W.","Farmington, NM",241,7545,30425,0,Layoffs and financial woes of a company separate from Virgin Galactic could disrupt the state’s space tourism. https://t.co/3kq2X7w4bz,[]
1510,"No Regret, No Repentance, No Sorrow, No Grief.",,211,21,1541,0,"@Akshat_World Expenses rose a lot in the past one year due to external factors. Wages did not rise due to inflation and layoffs.

To get a clear picture you should factory in data for the last 10 years.",[]
1511,GOD WILL NOT BE MOCKED,,2258,2439,229623,1057,"According to @actblue the layoffs are a “restructuring” to help ensure its “long-term financial sustainability. 

#FollowTheMoney
https://t.co/qyaXLE3Ysw",[]
1512,,,244,144,14408,0,"@SullyCNBC Don't think of them as layoffs, but a chance to work from home.
Maybe the franchisees are looking to renegotiate their rents once the bottom falls out of commercial real estate?",[]
1513,"A retired CIO & bond portfolio manager. I hate the high global leverage, but am dedicated to maneuvering through this environment. CFA when it was easier!",Red Bank,592,1190,56023,1,"This chart from Apollo, via the great @biancoresearch . Bank lending is crashing, as deposit withdrawals &amp; bank failure start a new conservative underwriting stage. Couple this w/ job layoffs &amp; econ activity falls, &amp; u get the self-reinforcing environment that pushes recession. https://t.co/FAk9rmL8rQ",[]
1514,,,319,191,5096,0,"@DavidMusiker ""Best economy"" with house starts in the tank, declining home prices, declining car sales, business closures, bank collapses, and layoffs.

I'm not buying job growth with decreased productivity.

There is an economic storm coming and MAGA isn't the blame",[]
1515,"News and Media for Crypto, NFT, and Technology.
Handled by YGG Studios. 

https://t.co/TpDijGxIhZ",,83,23738,3174,0,"Amazon Games, the company’s gaming subsidiary, reportedly laid off over 100 staff. Amazon Games VP Christoph Hartmann revealed the layoffs in a memo on Tuesday, as part of the company’s previously publicized plan to eliminate 9,000 positions. https://t.co/Rq2MZjrWbc",[]
1516,"San Diego Hypnosis Clinic is home to Diane Edwards, a Master Hypnotherapist helping people lose weight, stop smoking, change negative behaviors and more.","San Diego, California",7139,6150,44400,0,"In Latest Round of Job Cuts, Twitter Is Said to Lay Off at Least 200 Employees...  Share by  https://t.co/apYVSPWGNI  https://t.co/6KDvML9KEQ",[]
1517,Volunteer,,4027,1799,52247,7,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/S9KbLcyQnN",[]
1516,"San Diego Hypnosis Clinic is home to Diane Edwards, a Master Hypnotherapist helping people lose weight, stop smoking, change negative behaviors and more.","San Diego, California",7139,6150,44400,0,"Despite tech layoffs, California and Silicon Valley added jobs at end of 2022...  Share via https://t.co/apYVSPWGNI  https://t.co/FyCjRSV5gz",[]
1518,,Maine,384,232,84,0,"McDonald’s cuts pay packages, closes offices alongside layoffs across chain https://t.co/SamsD6I9OC #FoxBusiness",['FoxBusiness']
1519,Price Action Trader. Technical Analyst. My posts are not recommendations. SEBI Unregistered.,"Hugli, India",626,106,24772,203,"Laid -off techies from product firms can get jobs in IT services firms with salary cuts. (My PoV included in Times of India today).
Link: https://t.co/4M2NT7TUYB

@veenaMani2
#EIIRTrend #layoffs #jobs #ITservices https://t.co/cHGmv9yCqS",[]
411,HATERRRR. virgobaby,,850,2326,32649,459,"COME ON CHELSEA!

#WolChe",['WolChe']
1520,"Former CTO/Chief Scientist @N26 , @ThoughtWorks alum. Runs https://t.co/V7VhVBExmW and https://t.co/1aIJgl50AJ He/him @patkua@hachyderm.io","Berlin, Germany",763,13182,15760,0,The Empathetic Leader’s Guide to Layoffs https://t.co/75LMpFvGpV,[]
1521,,,1,40,144833,0,Layoffs at Walmart’s Bethlehem warehouse come at an awful time for 600 employees | Turkeys &amp; Trophies https://t.co/FJFO0QBXpu,[]
1522,Opal Capital is an investment management company that specializes in equity income investing solutions.,USA,219,131,73,2,Meta layoffs and why growth matters #META #investing https://t.co/B8s46z1dhq,"['META', 'investing']"
1523,"Native New Yorker loves photography, Canon R5, R7 & 7D2 DLSRs, Photoshop & NYC life. #VoteBlueToSaveDemocracy ______ #Resist #RoeYourVote #LoveIsLove #FB #__",NY,16014,16376,65140,0,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. #amazon #meta https://t.co/BA7Rkxbjhb via @businessinsider","['amazon', 'meta']"
1524,Music Producer __ | Part-time Lover Boy | Full-time Jaiyesexual | Pronouns: that/nigga | __,Where the money dey,982,2605,56553,0,@layoffs_ stay out of this,[]
1525,Founder https://t.co/Fe4c2cZpNG - The sky is our canvas @DroneStories_ Welcome to my world,"Amsterdam, North Holland",5002,1221,17070,29,"“They were just kind of, like, hoarding us like Pokémon cards.” In the midst of layoffs, former workers in tech are venting about jobs with little to do. https://t.co/ZBaaWvCsQe",[]
1526,"Great to see Musicians, Broadway Productions, as well as College and Professional Sports Teams are back at it. Coming to a town near you!",,212,76,2800,0,"@RonFilipkowski It's called standing up to bullshit Ronny. You know...go woke go broke...Subway, Bed Bath and Beyond....etc. Amazon layoffs, Meta layoffs, etc.",[]
1527,Be curious not judgemental. This is the way.,"Manhattan, NY",270,653,24863,31,"Total compensation for senior folks crossing $1M at FAAMNG isn’t a secret since anyone can look this up on https://t.co/QmfVXdP98l

The question as I’ve posed before is if or when investors decide layoffs aren’t enough and tech pay should shrink as well?__
https://t.co/DYkn0jeA05",[]
1528,"First generation university graduate with unprecedented commitment to diversity for lower income, first generation and underrepresented student populations.",Connecticut 06103,26,50,4465,0,"‘It’s not reasonable at all’: Foreign tech workers struggle to stay in US after layoffs, visa issues https://t.co/chRSUloJSi via @BostonGlobe",[]
1529,,,194,17,4706,3332,"BREAKING: __ __ __

McDonald's layoffs ... everything is fine ______ https://t.co/9z9Prr9LuT",[]
1530,Kale_LV.21_she/her_sol badguy is my favorite swole man,,5007,510,257162,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
1531,@WumaoTimes,People’s Republic of China,280,12221,51906,0,"But literally 10 days before the flight, when he had already bought a one-way ticket, he received a call from Google and was told that he “no longer had a job,” as the company began a wave of layoffs, and (what a surprise) it was his position that fell under reduction.",[]
1532,"Movie, TV, & Sports lover
#Snyderverse",,371,233,3199,7,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/S9KbLcyQnN",[]
1533,,,111,16,103,1,"Twitter layoffs: Elon Musk-owned platform is facing sixth lawsuit for allegedly violating labour laws in relation to the mass layoffs it executed in November 2022. 

https://t.co/6fF3n8FHuc",[]
1516,"San Diego Hypnosis Clinic is home to Diane Edwards, a Master Hypnotherapist helping people lose weight, stop smoking, change negative behaviors and more.","San Diego, California",7139,6150,44400,0,Why so many companies keep messing up major layoffs....  Shared by https://t.co/apYVSPWGNI  https://t.co/gI1UgehTX8,[]
411,HATERRRR. virgobaby,,850,2326,32649,0,@sb_wav as a man why are you close to my height ???,[]
1534,http://t.co/DpqziGRs,"New Haven, CT",3432,14356,745613,0,"Unprecedented job cuts: US sees 396% increase in layoffs, tech industry hit hardest

 https://t.co/6zNNT9AZur",[]
1535,,,13,59,6369,0,"@NewisNewis @WhiteHouse @DavidGr67648486 Yes 2017-2020 more money in paychecks, affordable &amp; available groceries, 401k building retirement money, businesses thriving, less freeloaders, peace. 

Now:
-8% inflation
-interest rates __
-food shortages
-freeloaders __
-businesses closing
-layoffs__
-violence__
-war
Super! __",[]
1536,,,145,32,2065,0,"@DonDon18609861 @keriRN @joncoopertweets @18TruckaMan You DO KNOW that they had a BUNCH of layoffs recently, right?",[]
1537,"self-reliance, self-defense, self-awareness.",California,214,87,47214,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
1538,small dick big heart,___  ________,342,26,5177,7,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/S9KbLcyQnN",[]
1539,"Digital Marketer, Fellow @TheIDM,  Fellow CIM, @CambridgeJBS Alum, Ex Merchant Navy Capt, Founder Multi Award-Winning Agency @DoLocalDigital #SEO #PPC","Liverpool, England",6383,11339,368675,0,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/7rpIjdgSR3",[]
1540,,"Rainier, WA, USA",243,65,2133,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
1541,,,294,132,53530,0,"According to former Meta employees and documents filed to the U.S.  Department of Labor, many of the layoffs affected staffers in client  support, customer experience and communities.",[]
1541,,,294,132,53530,0,"As part of the company’s two rounds of layoffs, equaling roughly 21,000  job cuts, Meta gutted wide swaths of its customer service operation,  leaving influencers and businesses with nobody to contact about their  accounts.",[]
1541,,,294,132,53530,0,"Meta’s two rounds of layoffs are affecting the company’s already  poor customer service for users, influencers, communities and  businesses.
Meta ended a customer-support feature in January for privileged users who manage popular Facebook communities and groups.",[]
1542,"If You Tell The Truth, It Becomes a Part Of Your Past, If You Lie, It Becomes a Part Of Your Future. #Red Devil’s Die Heart ____","Gusau, Nigeria Lome",374,559,246980,7,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/S9KbLcyQnN",[]
1543,#patientsfirst #inventor #biotech #aging #clinicaldevelopment #entrepreneurship,,164,151,4972,0,"TechInsider: Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/L7mwSHiWyB",[]
1544,"What you want to know about tech. A section of @thisisinsider. Follow us on Facebook, Instagram, and YouTube. Visit our homepage for the day's top stories.","New York, USA",486,724070,111292,7,"Amazon, Meta, and other tech giants are cutting middle management to be more efficient. It's a risky move that could backfire. https://t.co/S9KbLcyQnN",[]
1545,We Cover Most of #HR Conferences #worldwide | #retweet about #hr #hrnews #HRTechConf #hrfl21 #CAHR21 #CIPD #shrm21 #Talentconnect,#RT & following _ Endorsement,519,1614,60484,0,Layoffs season! Now healthcare platform Practo fires several employees https://t.co/jMPBEto6Uv #HR,['HR']
1541,,,294,132,53530,0,"The shares have surged 140% from a seven-year low in November as Meta started cutting thousands of jobs in light of falling sales. The company announced further layoffs last month and pledged to be more efficient, adding kindling to the rally.",[]
1546,,,125,34,3875,32,"The high frequency data (job openings, layoffs) is showing a collapse but the lagged data (payrolls, CPI) remains strong, which means that markets are going to realize this is a COLOSSAL policy error.

Too late for bailout. https://t.co/c8YRuPot4s",[]
1547,Chemist. Romance book reviewer. Charity Runner. #Romancefit coordinator.  Advocates steamy books to combat harsh Canadian winter. Occasionally NSFW. she/her,Canada,3307,3011,140969,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
1548,"Dean, Views are my own. ____ ____ ____",Porto,4242,2234,6563,0,Tech companies are hiring — a lot — despite recent wave of layoffs https://t.co/dbalPM4iAk #layoffs2023 #tech  #Jobs #Careers #STEM,"['layoffs2023', 'tech', 'Jobs', 'Careers', 'STEM']"
1549,@WSJ reporter covering everything you drink and smoke. Write me at jennifer.maloney@wsj.com. DM me for Signal/WhatsApp. Mastodon: maloneyfiles@journa.host,New York,1072,8125,13758,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
1550,"Combat Veteran Spouse______
No Porn, Not here to date",USA,18483,48576,34873,0,"@GenevieveBayer Every industry has layoffs, he will have to look for another job.",[]
1551,"Kot dorabiaj_cy na Polskim Bananie :)

Prywatnie Koci Fundementalista. A zawodowo osoba powi_zana z _cie_ka TA w krainie IT w sosie OSINTowo / Sourcingowym .",Polska,319,2685,23778,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
1552,"__#Trader & #Investor __NYC
__#Author of Prepping For Success
__ Featured on Forbes, Fox, ABC 
__Learn How to Trade the Stock Market
https://t.co/MpwxAfIDbw","New York, USA",102,15,107,58,"1/6

I would be careful buying a house in a tech-oriented city right now. The combined layoffs in Tech and Finance are jumping.

THREAD https://t.co/Lkg9tDEHxZ",[]
1553,,,180,35,10846,0,@KSTP good news? have you seen gas prices lately? food and everything else? major layoffs from major companies. crime?,[]
1554,,,39,105,2456,0,@SecRaimondo @POTUS Bullshit!  Why the layoffs?,[]
1555,"Product Manager @TheTerminal focused on #AI #MachineLearning in News ex-journo @business & @Quicktake @Citadel1842 '02 Grad Opinions mine, RT's not endorsements","New York, NY",631,1925,18315,0,"The number of tech employees laid off, and companies with layoffs were at their highest point in Q1 of this year since Covid-19. #layoff #layoffs2023 #tech #covid  https://t.co/QUEPalJoZV https://t.co/B42By7gZcc","['layoff', 'layoffs2023', 'tech', 'covid']"
1556,"Building across energy, real estate, tech and media | host @Always_Building | https://t.co/rcW5GMymy7 | https://t.co/OagfnN519s | https://t.co/j5tZXvpNgF","Oklahoma, USA",588,21349,12282,1,"Episode #176: Economic Slowdown w/ .@JoeConsorti is live! 

We talk: 

-Current state of the bond markets
-Job market, including the recent surge in layoffs
-Looming commercial real estate crisis
-The truth behind the rumors of the dollar's imminent demise

Episode in replies __ https://t.co/hgSJHZyQIy",[]
1557,"Adman. Conservative with liberal arts degree. Fan of 2018 Super Bowl Champ EAGLES! English Major Pronouns: I, You, He, She, It, We, You, They",North of the Mason-Dixon Line,4634,4386,55303,0,@sniffydogs @nypost Great overview here. All goes back to Biden’s insane energy policies. Real consequences. https://t.co/Kz4IK9Vf0s,[]
1558,ceo https://t.co/y21qq8nWwq / a founding physician https://t.co/5La1rvgAAv / cofounder @medicast acq @provinnovation / @techstars alum / @montgomerybell alum,Glocal // SoFL,997,9833,328208,2,"__ What #CEOs talked about in Q1/2023: Economic uncertainty, #layoffs, and the rise of #ChatGPT https://t.co/r8bpupAUEm
T/Y @mvollmer1

@SabineVdL @AkwyZ @sallyeaves @thomaspower @nafisalam @enricomolinari https://t.co/lYHBgutzj9","['CEOs', 'layoffs', 'ChatGPT']"
1559,"_ _____ ____ __ _ __ __ ___ __ _

__ Follow ___ __ ___ __ Follow Back ___ ___  
___ PTI ____ Folow ____ _______ _____ ___ ____  _",Pakistan,321,271,5054,64,"The Pakistani industry is facing various challenges, including the ban on imports, inflation and ongoing issues. These factors have significantly impacted the production capacity of the industry, leading to closures and layoffs

#________________ https://t.co/hDRJKanvWG",[]
1560,| Taters | LVL 26 | Love Final Space | Animation Fan | Art Lover | Design Enthusiast | Create 4 fun | #RenewFinalSpace | #FireDavidZaslav,Final Space,919,635,11050,115,"Lawmakers have asked the U.S. Department of Justice to review the ‘Warner Bros. Discovery’ merger, alleging the deal is responsible for hollowing out an iconic American studio after it caused layoffs and harmed workers in the process.

Source: @latimes https://t.co/5t5QwmCC0H",[]
1561,"Age: 17
_
Birthday: 05/23
_
Gacha Community _ Vyond Community _ Pokemon Community _ Vocaloid Community _ Gaming Community _ Animation Community
_",Neo City,5001,76,80599,115,"Lawmakers have asked the U.S. Department of Justice to review the ‘Warner Bros. Discovery’ merger, alleging the deal is responsible for hollowing out an iconic American studio after it caused layoffs and harmed workers in the process.

Source: @latimes https://t.co/5t5QwmCC0H",[]
1562,__ podcast host & editor | prof @thenewschool _ @nyu | shows @voxmedia @npr @wnyc| ____ ______ she/her | __hi@juliafurlan.com |,"Brooklyn, NY",2888,10410,1444,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
1563,,,1973,540,96110,1,"@SenatorLankford It would been 1000% better if Trump didn’t decimate the IRS with massive layoffs, buying employees out who didn’t have enough time to retire with age, and early outs.",[]
1564,@NPR editor on the podcast Life Kit; award-winning cartoonist; author of the graphic memoirs on I WAS THEIR AMERICAN DREAM and IT WON'T ALWAYS BE LIKE THIS.,"Nashville, Tennessee  ",4520,16786,22664,221,"You’ve most likely read about the layoffs. I’ve lost my staff job at Bustle. *I’m looking for editing, writing work for May &amp; beyond.* I feel numb, along with a crippling fear that I don’t have the following to get a post like this seen, but I welcome any help. #JournoRequest  1/",[]
1565,"Conservative/Independent. Fan of Thoroughbred Racing, Fleetwood Mac. Love freedom of speech.",United States ____,1585,1783,101673,1,@SecRaimondo @POTUS Major layoffs are occurring simultaneously.,[]
1566,New York Stand Up Word Up ... BUNG !!! _________,,382,219,17010,12,@OmarRiverosays I'm really glad Musk is being investigated. We all deserve an explanation for his security failings and mass layoffs,[]
1567,__Trading & Financial News Takeaway__,Bahamas,346,132,17722,0,"economics: San Francisco was just turning a corner, fueled by AI and ChatGPT. Then an old-school bank run threw its future into question again https://t.co/oQE4rTTuie",[]
1568,Spiritual Visionary #Digital #Innovation #AI #Robotic #IOT #AR #VR #Crypto #Cloud #SmartCity #CyberSecurity #Energy #Education #Health #Climate #FutureOfWork,Global,687,1253,15116,5,Workforce Layoffs 2023: Big Tech’s Loss Is Another Industry’s Gain https://t.co/yWk7TSrUtS via @Forbes #FutureofWork #tech https://t.co/cb4esC2xoX,['FutureofWork']
1569,"Son, husband, father. Left wing back and soccer coach. Die-hard fan of @BuffaloBills @BuffaloSabres @BuffaloBandits @Liverpool",,335,351,23378,34,"Layoffs, inflation, people working 2 jobs, oil production cut, energy costs doubled, foo insecurity, bailing out banks, open border, Ukraine extortion, BRICS coalition expanding, dollar failing, crime rising, inciting violence, sowing division, political prosecutions, green… https://t.co/vZLXKGeeYy",[]
1570,"I am who i am, and who i said i was, Dad First, next.... #ADA #XRP, #ALGO, $MTV, #HBAR",USA,1368,910,15681,76,"MCDONALD’S CUTS PAY PACKAGES, CLOSES OFFICES ALONGSIDE LAYOFFS ACROSS CHAIN:  WSJ",[]
1571,"CEO and Co-Founder LaunchPad Holdings, LLC #Startups #BusinessPlans #Entrepreneurship #LaunchPadToolkit","Miami, FL",401,249,11532,0,"Welcome to remote layoffs, where bosses would rather fire you from your living room https://t.co/k6jikJ5GAu",[]
1572,"Sell @ProfileRocket and receive 50% of what the customer pays, for as long as they pay it! 100 customers paying £40/$55 a month nets you £2000/$3500 a month!",,22,122,47710,0,"Is this a good jump? -

Both companies are SaaS. Currently working for a major software company as a bdr approaching a year. Due to economic factors there’s been a few layoffs and currently my whole team is on pip.

Have an offer to work as a full cycle sales executive/accou…",[]
1573,"The Express-Times & https://t.co/UeBFgwjCiX cover news, lifestyle and sports for Easton, Bethlehem, and nearby Lehigh Valley.
Subscribe: https://t.co/VNoY7QS3yp","Lehigh Valley, PA ",572,85771,136913,1,We acknowledge the hard work of the hundreds of firefighters who battled an industrial fire in West Easton. https://t.co/G6ik1cEyZB,[]
1574,nothing,,2097,2046,5258,2,"@OldSchChiGuy The IRS is hiring but the GOP can block funding in the budget. If the budget passes with funding cut, the IRS will have to do layoffs.",[]
1575,I'm an American REALIST and customer service specialist who has spent the majority of my career in the Airline Travel and Hospitality Industries,"Fort Myers, FL",670,320,3215,0,"I find it rather interesting that none of these articles really emphasized the fact that out of 100% of their office workforce that 70% of those are outside of the continental United States and that none of those jobs were effected by the ""layoffs"".

https://t.co/gkQrBjuOTD",[]
1576,,España,1074,580,59594,547,"Not only layoffs, but also cutting pay for survivors.

Everything is fine ... __ __ __
Not a recession … __
Fed still raising rates ? https://t.co/Yd7ePEMy2k",[]
1577,"Get informed with a single email. The most important and interesting stories of the day, delivered to your inbox every Monday, Wednesday, and Friday.",,9,27,42,0,"As interest rates rise, layoffs are expected to follow suit. If the projections from the central bank’s March meeting hold true, over 1 million Americans will lose their jobs by the end of the year.

Full Story &gt;&gt;&gt; https://t.co/QNXZWf1hzw 

#jobcuts #unemployment #jointheflyover https://t.co/CLn9mdY0kZ","['jobcuts', 'unemployment', 'jointheflyover']"
1578,"Me, just another nobody. If you block me I see it as you are admitting you can’t support your claims  and I’m right and you’re wrong.","Texas, USA",497,208,4218,1,Facebook Layoffs Leave Business Customers Without Support https://t.co/g5auzMY1Iv via @BreitbartNews,[]
1579,"Big Dana Snyder and Dave Willis fan. Aroace, any pronouns are fine, NSFW and politics not allowed.",,2989,589,720,115,"Lawmakers have asked the U.S. Department of Justice to review the ‘Warner Bros. Discovery’ merger, alleging the deal is responsible for hollowing out an iconic American studio after it caused layoffs and harmed workers in the process.

Source: @latimes https://t.co/5t5QwmCC0H",[]
1580,"M&A, International, and Corporate Attorney @Munsch_Hardt  | Dir. @CanadaTexasCC | Failed attempts at humor are my own",Texas,540,872,12381,0,"In the wake of thousands of Big Tech layoffs, the WSJ wrings hands about Big Tech hiring all the talent:

""From ‘killer acquisitions’ to killer hiring""",[]
1581,"Truth over time builds trust, nothing else —Elon Musk __

Stolen elections have catastrophic consequences —Steve Bannon __

TRUMP IS PRESIDENT —The Ppl __","Mountville, PA",1514,297,18247,1057,"According to @actblue the layoffs are a “restructuring” to help ensure its “long-term financial sustainability. 

#FollowTheMoney
https://t.co/qyaXLE3Ysw",[]
1582,girlfailure,,262,410,3142,2,we're taking the one human and beautiful thing that's intimate close friendships and turning them into corporate layoffs oh im gonna kms https://t.co/ienL2jt5Vv,[]
1583,"Supports: Donald Trump, POTUS, NRA Deplores: Nancy P., HRC, DNC, Liberals, Comey, McCabe; No DM",,2651,2383,93554,3,Facebook Layoffs Leave Business Customers Without Support https://t.co/vHf3ExgMHE,[]
1584,,,149,14,505,0,"@TechnicalHalo @theburntwaffle1 @videotech_ You say this as if there weren’t any bugs before the layoffs, which absolutely isn’t the case.  Making up excuses for an inept developer isn’t a good look.",[]
1585,"Author of Remarkable Football Grounds @pavilionbooks @HarperCollins Editor of CA Magazine for @icas. Writer @journalrugby @theneweuropean @fourfourtwo, @viceuk","London, England",1122,797,2763,0,"@tituschalk It has already claimed these jobs…

https://t.co/0YK9HV0OV4",[]
1586,"My honesty, courage and discernment",,2277,1622,142323,6,"@EliseStefanik The Gym Jordan Doctrine established that appearing before Congress is optional _______.

Meanwhile the following have gone up under the GOP controlled  House as you fail to govern:

__ inflation
__ oil and gas prices
__ border crossings
__ train derailments
__ bank runs
__ layoffs",[]
1587,,,118,47,3070,0,@SecRaimondo @POTUS __ all I keep hearing about at the layoffs that are coming….,[]
411,HATERRRR. virgobaby,,850,2326,32649,0,@nifabby baby i’mma make you mine,[]
1588,"__ of God, ___________ and ____. #ProLife #Freedom #Liberty #Constitution 
#1stAmendment #2ndAmendment",,1434,861,83693,7,@Acyn All the @Gannett “journalists” complaining about layoffs; anyone wanna cover this? Buhler? Buhler?  A sitting member of congress is suggesting to ignore one of the 3 branches of government. Anything?,[]
1589,I play video games competitively...,United States,120,22,42,0,@fpsvein I mean none of us will never know the inside of respawn and EA they prolly sign NDA’s and have barley any staff with recent layoffs. Maybe just the game as a whole needs a new company outside of EA to give respawn some proper direction…,[]
1590,,Winnipeg,673,553,54770,6,"Unfortunate news for NE Wpg. folks.
This is what 7 years of persistent underfunding by @PCcaucus does for kids, families &amp; communities.
#MBEd #mbpoli 
River East Transcona targets library technicians for layoffs – Winnipeg Free Press https://t.co/KlsARRbV9w via @WinnipegNews",[]
1590,,Winnipeg,673,553,54770,5,One more reason we need a government who properly funds our school system! Library technicians are essential staff members who oversee our library collections and help support literacy in our schools!  https://t.co/iuxvEPilKy,[]
1591,We are in a political and cultural war that is permanent and there are no rules. When the other side has no rules you have to have no rules. #MAGA  #DeSantis 24,Wisconsin,3733,2595,126025,0,@GOP I am seeing tens of thousands of layoffs in the Tech sector. Working people have suffered great losses since Biden became the President. https://t.co/fEjPgkY0wN,[]
